transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,monthly_co2_kg
car_diesel,65.93,rice,0.81,oil,31.02,5,12113.26,1169.43
flight_long,55.76,dairy,1.66,solar,19.29,3,15681.38,777.77
car_petrol,18.29,rice,1.62,grid_india,11.63,3,16791.8,856.28
motorcycle,48.91,lamb,0.85,solar,22.61,4,20788.6,1655.31
motorcycle,47.2,legumes,2.08,nuclear,35.24,3,14507.49,476.5
car_petrol,21.39,nuts,0.82,grid_eu,15.63,7,19560.95,632.68
car_diesel,21.66,rice,0.76,oil,22.46,5,37808.49,1372.65
car_diesel,41.13,chicken,2.48,nuclear,25.93,3,23192.5,1032.82
walking,12.28,eggs,1.23,grid_india,16.67,1,4968.31,634.74
walking,71.84,lamb,1.48,solar,22.61,3,17015.29,2058.77
car_diesel,43.39,nuts,2.42,natural_gas,29.33,3,20464.96,1195.68
train,71.66,fish,2.21,grid_eu,27.2,8,53477.37,1643.02
flight_long,73.7,rice,2.42,solar,11.94,3,12632.58,970.25
bicycle,65.32,vegetables,0.99,oil,39.44,8,51702.26,1740.01
bus,79.22,chicken,2.36,wind,5.75,9,17195.1,958.61
car_ev,47.51,vegetables,1.99,solar,14.72,8,48309.85,979.77
flight_long,79.19,eggs,1.07,grid_eu,14.81,5,10720.71,893.82
walking,75.05,rice,1.74,grid_india,19.94,7,36034.85,1153.28
motorcycle,50.33,vegetables,0.8,natural_gas,9.09,8,56211.02,1279.51
walking,14.8,chicken,2.05,grid_us,29.6,8,61174.38,1779.6
motorcycle,22.3,rice,1.31,natural_gas,16.9,5,28098.3,919.08
bicycle,51.65,dairy,2.02,natural_gas,28.5,7,35829.33,1151.04
car_diesel,37.83,rice,1.16,nuclear,20.14,3,22867.3,757.08
car_petrol,57.94,dairy,0.5,wind,8.81,8,37021.71,875.67
car_diesel,79.76,beef,0.57,oil,17.91,3,22182.15,1654.17
motorcycle,12.36,nuts,2.44,hydro,38.68,4,23994.39,658.33
car_petrol,64.49,fruits,1.71,grid_eu,8.44,8,20107.75,701.21
flight_long,67.62,dairy,2.22,oil,33.28,6,11518.1,1333.45
walking,8.03,vegetables,1.51,nuclear,18.23,4,12647.13,312.45
bicycle,15.91,nuts,0.62,nuclear,12.37,4,18466.97,377.61
car_ev,32.19,legumes,1.19,coal,5.56,1,4287.86,295.94
car_diesel,36.84,lamb,0.97,grid_eu,9.35,2,3125.13,1420.38
car_petrol,50.46,dairy,2.1,wind,5.7,4,5718.2,621.41
bus,5.51,rice,1.97,solar,26.29,7,7416.34,414.1
flight_short,16.86,fruits,1.69,solar,34.47,0,0.0,229.26
train,57.05,nuts,1.33,grid_eu,23.35,4,4729.27,476.85
bicycle,37.94,pork,1.88,nuclear,16.76,9,14437.38,933.26
car_ev,75.54,dairy,2.35,grid_us,5.24,7,20981.76,703.46
bus,78.95,chicken,2.35,natural_gas,32.05,5,23826.75,1394.98
motorcycle,13.67,lamb,1.56,hydro,21.51,0,0.0,2131.76
car_diesel,54.29,eggs,1.32,hydro,13.35,8,19530.21,766.12
bus,67.13,fruits,1.92,natural_gas,27.07,9,54205.38,1543.67
walking,25.32,pork,2.03,nuclear,9.58,5,19003.36,998.03
car_petrol,6.93,pork,2.3,oil,14.25,9,39398.88,1730.5
flight_long,13.99,fruits,2.47,solar,6.29,3,16855.22,441.5
car_ev,24.89,eggs,1.86,grid_india,28.42,5,34715.28,1404.42
car_ev,12.27,dairy,0.5,oil,36.66,9,35030.51,1252.39
car_ev,60.02,legumes,0.67,coal,22.14,6,14987.09,861.98
motorcycle,23.55,pork,1.5,grid_us,10.15,4,14816.26,973.88
bus,47.58,nuts,2.04,coal,5.33,2,10887.78,627.34
walking,68.59,beef,0.87,oil,23.95,2,13381.19,1448.59
bus,37.52,fish,1.13,nuclear,17.64,8,62401.25,1272.44
bicycle,46.17,pork,0.74,oil,17.61,2,2679.14,669.68
flight_long,33.83,eggs,1.44,hydro,35.19,8,26639.93,835.26
car_diesel,13.01,chicken,0.94,solar,13.44,9,59625.47,1284.46
train,56.32,lamb,1.18,coal,10.74,4,28988.9,2363.78
car_diesel,73.27,rice,1.29,grid_eu,22.46,4,10957.18,909.43
car_petrol,29.52,chicken,2.34,natural_gas,11.92,7,12021.77,1070.79
car_diesel,69.97,rice,1.75,grid_india,19.66,4,22338.82,1248.66
train,46.38,nuts,2.47,coal,28.88,5,10186.71,1166.95
walking,65.13,dairy,1.49,hydro,9.98,7,46042.58,960.07
car_ev,36.69,vegetables,1.08,nuclear,30.12,8,23803.59,542.56
motorcycle,52.02,fish,0.94,nuclear,26.68,5,5719.77,446.66
walking,15.18,lamb,1.48,grid_us,28.68,3,7230.58,1980.35
motorcycle,55.3,dairy,1.41,oil,38.35,3,17129.68,1451.0
car_petrol,38.43,rice,1.98,grid_eu,27.69,5,35145.41,1198.3
car_ev,74.67,rice,0.96,nuclear,25.74,2,3694.86,279.66
car_ev,48.48,vegetables,1.84,wind,11.86,6,32755.24,696.03
car_diesel,72.45,beef,1.43,grid_us,38.86,8,4966.39,1999.65
bicycle,55.46,eggs,1.28,natural_gas,34.82,4,14513.31,925.48
walking,33.26,pork,0.89,oil,39.85,7,28219.27,1496.67
motorcycle,14.56,legumes,1.64,natural_gas,9.04,3,13466.01,468.68
bus,8.72,rice,0.92,natural_gas,39.42,7,35665.86,1298.49
flight_long,33.19,beef,0.84,hydro,10.52,7,35190.29,1614.68
flight_long,39.01,eggs,2.24,grid_us,13.46,2,1920.08,729.44
car_diesel,22.85,eggs,1.43,nuclear,35.1,6,32925.04,835.16
walking,61.89,vegetables,1.66,grid_eu,6.04,1,2591.3,188.45
walking,31.27,rice,0.76,hydro,30.76,7,7697.52,231.56
car_diesel,12.24,fruits,1.36,hydro,27.8,0,0.0,124.91
motorcycle,77.11,beef,1.81,coal,26.21,5,19478.97,2738.01
car_petrol,40.87,beef,2.12,grid_eu,14.23,4,6261.29,2201.22
car_ev,39.45,pork,2.23,nuclear,17.02,1,6027.91,917.74
flight_long,32.2,chicken,0.77,hydro,30.14,7,4118.44,453.18
car_diesel,40.95,nuts,1.05,nuclear,23.95,8,20524.38,618.77
flight_long,32.53,rice,1.94,coal,26.99,8,10255.75,1308.92
car_ev,17.65,pork,1.04,grid_eu,5.54,3,19448.52,732.52
flight_short,70.44,eggs,0.78,grid_us,18.2,2,9278.42,1084.86
flight_long,26.31,dairy,2.3,grid_eu,30.05,6,13256.61,857.92
motorcycle,9.85,beef,1.53,oil,24.92,9,54602.52,2653.09
bus,42.41,vegetables,1.79,grid_india,26.72,8,4950.16,919.31
flight_long,29.28,vegetables,1.15,oil,39.08,6,31664.0,1558.78
car_petrol,21.42,rice,1.62,natural_gas,25.18,8,22364.32,1030.96
motorcycle,28.07,dairy,1.1,grid_india,14.25,0,0.0,488.73
car_petrol,49.91,eggs,0.76,coal,33.52,8,17822.53,1474.8
motorcycle,53.51,eggs,0.74,grid_india,37.44,6,37398.74,1580.42
flight_short,11.22,pork,2.49,grid_us,39.83,1,1092.44,1410.25
motorcycle,52.73,pork,1.47,grid_eu,19.97,1,4379.33,971.63
car_petrol,47.06,pork,1.81,grid_eu,38.47,7,43179.65,2159.69
car_ev,75.99,rice,2.17,solar,11.26,5,32736.44,868.01
train,16.69,eggs,0.81,solar,24.5,8,4949.84,262.52
flight_long,35.2,beef,0.56,hydro,27.19,6,24114.23,1169.8
bicycle,57.01,lamb,1.02,coal,10.22,3,23958.42,1956.77
flight_short,51.61,pork,1.57,nuclear,14.01,0,0.0,1009.75
bicycle,52.48,vegetables,0.71,hydro,15.63,1,7658.37,179.63
car_petrol,15.28,rice,0.9,grid_india,13.45,8,27638.08,910.3
flight_long,6.93,rice,1.54,oil,26.83,0,0.0,699.01
car_petrol,50.89,fruits,1.51,wind,23.15,6,33976.54,909.12
bicycle,24.46,chicken,1.17,solar,20.37,4,13210.42,465.05
car_diesel,6.22,rice,2.29,natural_gas,12.68,7,35411.9,1085.15
flight_long,24.96,chicken,0.77,coal,8.84,6,20660.19,884.84
bicycle,43.71,dairy,0.74,wind,18.45,2,15902.08,351.0
car_diesel,55.31,chicken,0.54,grid_eu,26.28,7,39948.36,1229.82
flight_short,12.65,dairy,0.77,grid_eu,23.75,7,44034.39,1083.05
bus,8.43,dairy,2.17,oil,29.53,9,21328.77,1094.25
flight_long,19.65,chicken,1.8,natural_gas,26.76,2,9603.06,932.72
walking,41.08,rice,1.75,hydro,11.72,5,11225.13,446.91
flight_short,7.36,chicken,1.35,wind,22.47,7,44017.21,1114.4
motorcycle,75.51,eggs,1.92,grid_us,26.65,7,45516.72,1515.16
bicycle,17.16,nuts,0.58,solar,18.26,4,7297.32,162.46
flight_short,30.88,legumes,1.19,solar,11.05,7,40404.18,913.76
walking,50.1,eggs,1.52,solar,24.62,3,20276.44,586.84
car_diesel,42.33,pork,1.89,solar,13.35,8,13921.65,1167.96
car_ev,38.98,nuts,2.3,grid_india,24.16,8,61631.11,1765.45
car_diesel,16.47,beef,2.19,coal,33.99,9,19378.56,2888.19
car_petrol,78.38,dairy,1.34,solar,29.17,2,14771.23,887.8
bicycle,27.95,fish,1.75,oil,16.83,8,51255.78,1396.19
flight_long,55.88,fish,2.03,grid_india,27.33,1,4445.93,1395.2
flight_short,36.38,rice,0.72,grid_india,32.88,6,14895.95,1247.25
car_ev,43.69,rice,0.85,solar,5.03,5,12793.62,377.51
flight_short,43.92,pork,1.34,natural_gas,8.94,3,7452.13,1086.61
car_diesel,10.81,nuts,0.88,solar,17.28,4,26650.46,603.75
flight_long,63.41,eggs,1.59,grid_us,11.85,7,45009.58,1598.16
bicycle,35.14,vegetables,1.66,hydro,31.26,0,0.0,124.62
car_petrol,64.92,beef,0.96,grid_eu,30.63,0,0.0,1392.33
flight_short,63.28,vegetables,2.04,oil,24.27,6,19957.77,1412.73
bicycle,35.05,lamb,1.89,coal,25.45,9,9060.89,3010.19
car_diesel,5.53,dairy,1.06,hydro,33.25,0,0.0,148.76
train,75.61,nuts,2.28,wind,39.18,2,2944.29,322.65
flight_long,13.24,pork,1.09,hydro,18.45,3,7348.63,614.64
car_petrol,62.82,eggs,1.56,nuclear,37.39,9,31052.79,1123.56
flight_long,28.54,legumes,1.09,natural_gas,20.43,2,11583.84,713.7
train,14.22,eggs,1.84,grid_eu,17.96,3,9143.23,581.11
motorcycle,42.64,lamb,1.44,hydro,10.52,2,2675.33,1800.9
flight_short,72.9,lamb,1.7,hydro,22.8,7,33767.86,2937.77
car_petrol,6.28,legumes,1.02,natural_gas,34.33,5,24707.39,975.41
motorcycle,24.14,lamb,1.25,grid_india,5.19,7,28344.68,2157.33
flight_long,63.58,nuts,1.48,solar,14.5,9,46109.46,1239.08
bus,33.61,fruits,0.83,grid_eu,21.57,6,14055.0,514.46
bus,44.4,fish,0.9,grid_eu,35.33,1,6478.59,637.43
car_petrol,77.24,vegetables,1.27,nuclear,36.53,1,3845.8,587.08
walking,62.51,legumes,0.87,grid_india,15.09,2,1182.42,371.43
motorcycle,54.1,fruits,1.17,grid_us,17.4,1,981.6,430.5
train,18.56,rice,1.37,grid_us,32.73,2,9586.98,711.16
train,70.97,vegetables,1.54,hydro,37.19,7,15883.79,463.27
car_ev,15.99,legumes,1.08,wind,38.36,2,11760.95,250.18
train,37.11,legumes,0.94,grid_india,27.05,5,39307.83,1296.8
train,17.5,nuts,1.6,natural_gas,5.93,2,5685.22,318.37
flight_short,67.0,nuts,1.0,solar,29.67,0,0.0,624.58
car_diesel,65.92,lamb,1.82,hydro,34.62,7,15462.46,2702.15
flight_short,5.42,vegetables,0.78,nuclear,22.56,8,21605.97,435.51
car_petrol,56.5,rice,1.29,grid_eu,21.46,3,18995.73,982.79
motorcycle,35.56,nuts,0.64,oil,9.39,4,25369.57,833.51
car_diesel,10.96,legumes,1.97,hydro,20.21,1,1120.44,140.68
car_ev,9.55,eggs,1.45,grid_eu,29.35,4,30664.64,982.11
motorcycle,26.9,dairy,2.26,wind,22.53,5,7429.67,382.19
car_diesel,62.91,nuts,0.61,coal,8.62,7,35026.64,1134.31
bus,34.09,fish,1.78,grid_us,28.86,9,42678.49,1481.66
walking,75.82,dairy,2.22,solar,22.67,7,50013.88,984.85
bus,33.4,fish,1.44,oil,34.97,0,0.0,989.14
car_ev,41.15,beef,1.12,wind,28.55,7,52254.42,1719.03
car_diesel,73.48,lamb,0.74,grid_us,23.23,7,33456.83,2018.24
car_diesel,26.09,nuts,2.48,nuclear,16.28,0,0.0,324.29
train,74.89,legumes,0.51,grid_eu,16.81,6,19917.56,587.59
bicycle,18.71,pork,1.98,natural_gas,36.26,4,27831.63,1647.52
flight_long,16.27,lamb,1.18,nuclear,6.17,2,15921.45,1808.13
train,42.84,vegetables,1.37,grid_eu,34.79,4,24539.14,828.59
flight_short,19.81,fruits,1.59,grid_eu,39.34,3,13022.18,690.74
car_diesel,24.55,fruits,1.49,coal,35.2,3,23170.92,1457.17
bus,78.01,pork,1.68,oil,11.88,1,3183.11,1157.08
car_ev,13.66,fruits,0.58,coal,8.59,6,39958.96,811.9
bicycle,38.29,pork,0.89,nuclear,35.73,3,15697.16,575.75
bus,27.68,lamb,1.79,natural_gas,34.32,2,13474.26,3029.54
car_ev,43.66,legumes,1.08,wind,28.63,6,6537.13,211.99
walking,43.66,nuts,0.58,oil,13.77,0,0.0,301.86
motorcycle,46.93,vegetables,1.82,hydro,39.82,9,14816.41,576.55
flight_long,68.91,beef,2.28,grid_us,18.37,8,62667.54,3324.51
car_ev,49.79,chicken,0.87,grid_us,6.55,9,20941.61,698.16
motorcycle,41.38,rice,1.44,coal,15.55,8,58344.95,1775.66
flight_long,32.36,beef,1.6,grid_india,35.6,7,41653.25,3000.57
motorcycle,76.27,chicken,0.83,grid_eu,23.78,3,13832.97,794.44
flight_short,38.2,vegetables,1.16,grid_eu,27.85,4,11446.2,806.73
bicycle,77.37,rice,2.07,grid_eu,8.64,9,26168.79,733.73
car_diesel,13.9,chicken,2.24,solar,23.1,7,34132.3,1125.23
walking,34.47,fruits,0.5,hydro,22.87,3,4560.17,101.21
flight_short,26.2,lamb,2.21,nuclear,14.05,9,6999.42,2824.92
flight_short,8.16,dairy,1.13,natural_gas,36.21,3,20540.23,1026.8
flight_long,32.31,chicken,2.42,wind,19.86,9,66860.24,1910.76
walking,79.0,pork,1.55,grid_eu,33.47,7,18983.62,1222.46
bus,19.92,fish,2.1,solar,5.14,8,45228.26,1124.39
flight_long,42.38,fruits,2.07,natural_gas,10.69,6,7384.58,655.5
motorcycle,36.75,vegetables,0.92,nuclear,17.57,4,22698.28,554.66
flight_short,32.43,chicken,1.96,grid_eu,23.74,2,10591.25,1029.27
bus,46.35,vegetables,2.06,grid_india,15.2,5,36764.73,1218.73
train,59.78,fish,0.85,nuclear,24.71,2,5824.83,365.42
car_diesel,16.01,pork,1.33,natural_gas,38.31,3,3472.38,1127.85
bus,79.12,eggs,2.01,solar,6.5,4,4676.75,599.76
bus,69.15,fruits,0.87,natural_gas,19.96,5,24878.99,907.11
car_diesel,6.66,fish,0.84,grid_india,8.03,5,32441.06,865.57
motorcycle,41.78,chicken,2.46,grid_india,12.87,1,1981.38,1027.76
train,6.48,fruits,1.87,solar,6.62,8,33750.59,596.3
motorcycle,77.13,legumes,1.26,oil,30.31,4,20160.65,1253.96
car_ev,39.0,fruits,1.34,solar,39.78,7,54818.33,972.17
bicycle,12.3,eggs,2.19,grid_india,34.45,8,31743.18,1588.12
flight_long,20.26,eggs,1.1,solar,24.61,5,15448.42,552.05
train,70.41,fruits,2.13,oil,32.32,0,0.0,768.9
car_petrol,47.88,chicken,0.89,grid_india,10.34,1,7142.32,789.15
train,7.29,chicken,1.46,grid_india,17.37,4,28104.26,1120.74
flight_short,11.37,legumes,0.75,solar,18.28,6,37067.29,736.2
flight_long,15.23,fruits,2.21,coal,17.17,7,55739.18,1540.63
flight_short,33.33,rice,1.61,grid_india,35.74,4,29367.3,1735.71
flight_short,70.53,vegetables,0.94,grid_eu,24.66,8,19802.76,1078.84
bus,68.28,chicken,0.92,natural_gas,21.79,3,13885.69,995.93
walking,31.99,legumes,2.21,grid_india,32.45,3,21137.87,1061.0
flight_long,17.08,beef,1.42,natural_gas,10.91,4,3530.44,1449.06
car_ev,33.27,chicken,1.65,grid_eu,31.83,1,6592.69,791.19
bus,52.13,rice,1.68,coal,16.5,4,27114.63,1184.88
car_petrol,57.13,nuts,1.84,solar,18.97,7,37796.78,1225.11
bus,60.98,fruits,2.36,nuclear,30.34,0,0.0,247.35
car_diesel,56.58,beef,1.47,natural_gas,6.04,2,2940.11,1654.29
car_petrol,58.74,eggs,2.48,wind,6.76,0,0.0,712.25
bicycle,78.45,lamb,1.11,solar,14.15,9,29088.13,1770.71
car_diesel,54.59,fish,0.93,grid_india,5.73,4,19322.72,882.67
car_petrol,25.32,pork,1.5,oil,30.89,3,3396.1,1328.52
bus,16.42,eggs,1.65,hydro,29.85,0,0.0,299.87
train,49.32,nuts,1.93,grid_us,6.26,3,21162.15,651.23
bicycle,9.26,nuts,0.85,grid_india,18.73,8,29045.71,949.87
bus,7.42,eggs,1.96,grid_eu,24.32,6,25643.91,922.66
car_ev,78.5,pork,0.97,natural_gas,29.52,5,30125.65,1266.51
flight_long,43.3,nuts,0.84,grid_eu,5.63,6,16340.0,604.94
bus,66.16,rice,0.86,grid_eu,19.66,6,21916.78,798.19
walking,14.89,dairy,0.51,grid_us,20.4,7,26250.0,729.41
bus,77.29,dairy,1.93,hydro,35.8,5,32046.19,912.36
walking,79.91,dairy,2.23,coal,35.6,9,28772.82,1613.6
flight_long,6.16,legumes,1.69,nuclear,34.95,3,6077.0,197.59
car_ev,41.68,rice,1.71,grid_india,27.44,5,17166.4,1177.82
car_ev,46.92,legumes,1.51,natural_gas,16.33,1,1871.69,379.96
flight_long,63.01,fish,1.03,grid_india,12.38,1,995.61,840.38
bus,68.3,legumes,1.02,grid_india,7.61,2,15889.51,626.44
train,74.79,chicken,1.55,solar,21.1,3,4183.74,529.81
flight_long,22.96,fruits,0.99,nuclear,15.48,1,4703.09,242.61
bicycle,60.4,fish,2.13,coal,7.02,0,0.0,541.98
motorcycle,30.17,dairy,1.82,nuclear,14.96,9,29084.12,760.59
bus,37.4,fruits,2.49,solar,37.65,4,17144.47,533.43
walking,7.41,dairy,1.58,hydro,13.66,7,4987.51,240.39
motorcycle,77.7,eggs,1.54,hydro,35.03,5,21480.48,861.54
train,9.34,beef,0.63,nuclear,28.63,7,43364.84,1333.38
flight_short,7.32,chicken,1.54,oil,25.43,2,5311.64,976.18
walking,21.92,legumes,2.33,wind,30.48,3,5291.65,158.7
flight_short,74.52,rice,0.69,natural_gas,39.62,9,66650.06,2290.32
flight_short,28.3,pork,2.36,grid_eu,28.9,3,8593.39,1578.24
bicycle,35.43,beef,2.22,nuclear,22.24,2,11003.65,2050.65
motorcycle,41.08,nuts,2.46,hydro,38.05,8,22516.87,688.41
flight_short,7.82,nuts,2.43,natural_gas,31.43,3,4592.57,785.35
bus,44.97,nuts,0.89,natural_gas,14.24,8,50700.84,1298.91
car_petrol,57.14,beef,2.36,nuclear,21.79,5,29372.66,2880.11
train,22.1,fish,2.28,solar,10.59,5,12321.56,615.02
flight_short,48.9,legumes,1.4,grid_india,16.48,1,5948.11,903.4
flight_short,37.56,fish,1.89,hydro,30.01,1,7153.23,728.49
bicycle,69.15,fish,2.13,wind,31.21,9,7952.7,532.32
car_petrol,7.12,fish,0.6,coal,27.51,9,19798.66,1210.72
car_petrol,53.82,rice,1.49,solar,10.97,4,17318.48,763.98
bus,25.31,dairy,2.41,oil,24.27,7,12240.76,916.29
motorcycle,22.43,vegetables,1.96,grid_us,14.57,2,8541.86,500.45
train,11.27,rice,0.78,grid_us,23.38,3,18040.71,667.77
motorcycle,39.52,fish,1.99,coal,14.47,2,7253.59,1051.28
train,13.61,eggs,1.39,hydro,22.96,2,9152.62,396.83
flight_short,48.74,beef,0.69,wind,17.84,7,21227.03,1253.62
motorcycle,26.05,dairy,0.82,grid_india,38.89,8,37896.72,1589.93
flight_short,57.01,chicken,2.18,coal,14.34,9,48277.88,2048.08
car_diesel,48.22,dairy,0.68,grid_eu,33.16,5,32342.04,1163.16
car_ev,28.53,dairy,1.97,wind,18.83,4,25447.43,586.33
motorcycle,21.61,chicken,2.03,grid_us,26.56,0,0.0,748.78
car_ev,57.13,pork,1.07,hydro,17.37,5,12797.14,720.47
car_diesel,37.63,nuts,0.51,solar,9.68,7,14121.4,452.37
car_ev,12.45,lamb,1.15,hydro,7.99,7,6636.52,1560.99
car_petrol,55.8,rice,1.92,solar,9.72,2,15074.07,772.86
bus,17.13,dairy,2.38,oil,10.57,5,22446.79,814.78
car_ev,29.81,eggs,1.6,oil,14.61,2,8781.97,723.86
flight_short,7.5,dairy,1.88,nuclear,28.07,0,0.0,251.08
flight_short,7.14,legumes,1.87,hydro,33.36,7,51368.14,929.85
flight_short,37.59,fruits,0.58,solar,11.98,2,1637.9,359.92
bus,10.5,chicken,1.91,grid_eu,7.61,4,23883.02,834.93
flight_long,36.49,fish,0.83,hydro,7.56,8,50055.01,1189.42
car_petrol,17.71,pork,2.32,hydro,33.54,3,10444.03,1162.37
bus,43.82,fish,2.34,hydro,39.31,1,7993.12,652.22
flight_long,35.08,fruits,1.71,wind,18.55,9,14774.85,491.77
bus,18.98,fruits,0.59,nuclear,14.44,1,2845.53,122.2
bus,73.15,legumes,1.57,hydro,6.06,9,42260.04,882.14
train,22.16,vegetables,1.28,grid_us,20.38,7,51584.9,1194.85
car_diesel,39.86,fish,1.13,grid_eu,5.2,3,13108.51,695.42
car_petrol,35.57,eggs,1.88,nuclear,19.2,8,19079.16,795.32
bus,66.99,fish,0.65,hydro,14.86,2,11139.2,492.55
flight_short,62.95,nuts,1.74,wind,31.26,9,22886.39,992.34
car_ev,43.95,nuts,2.05,solar,20.66,8,38030.23,866.48
train,18.47,lamb,1.81,wind,7.95,4,26840.16,2694.68
car_diesel,47.49,chicken,2.3,solar,16.17,5,38737.23,1306.68
flight_long,13.2,fish,0.59,nuclear,15.54,3,14624.28,409.2
car_petrol,63.32,lamb,0.82,coal,36.49,7,41720.93,2948.09
car_diesel,10.88,fish,2.27,solar,23.04,1,4801.37,612.06
car_petrol,44.95,fish,2.48,natural_gas,18.37,4,3018.72,971.79
car_petrol,43.19,pork,1.08,grid_india,25.6,8,34926.96,1634.53
motorcycle,46.73,vegetables,2.26,coal,11.05,9,50153.52,1422.69
flight_long,27.52,fruits,0.69,solar,14.51,0,0.0,212.09
car_petrol,52.31,rice,1.08,wind,17.04,5,24034.97,821.24
motorcycle,25.95,fruits,2.27,solar,39.29,9,54992.61,1176.6
car_diesel,43.17,dairy,2.25,grid_india,39.57,9,12989.58,1367.11
car_diesel,12.93,chicken,1.21,grid_us,27.35,3,13775.44,849.7
train,46.16,vegetables,1.14,coal,13.61,1,5971.84,576.49
bus,67.71,legumes,2.05,grid_india,13.63,6,29802.98,1009.63
motorcycle,33.83,nuts,2.49,oil,25.32,7,25059.31,1264.11
motorcycle,69.72,eggs,1.26,nuclear,11.18,5,12395.59,619.42
bus,49.19,beef,1.61,wind,36.83,7,43301.64,2344.8
flight_short,9.16,legumes,0.86,hydro,31.15,4,9164.66,266.31
flight_long,32.89,lamb,1.69,grid_us,32.38,3,7369.27,2549.67
car_ev,19.37,fish,1.13,nuclear,20.36,5,37133.08,824.31
flight_long,47.28,eggs,2.22,grid_us,37.29,1,7798.47,1208.06
car_petrol,14.98,fish,1.75,oil,29.88,1,3430.97,1044.98
car_ev,68.52,nuts,1.16,natural_gas,15.5,7,36670.59,982.29
flight_long,32.86,nuts,2.49,wind,23.23,9,55459.85,1308.99
bus,33.99,legumes,1.91,nuclear,17.36,9,52215.18,945.58
car_ev,27.66,rice,1.25,solar,17.31,3,10535.72,412.91
bus,62.42,vegetables,0.78,solar,19.94,9,44357.09,996.79
motorcycle,6.31,dairy,1.91,natural_gas,38.64,3,7012.34,893.68
car_petrol,69.62,legumes,1.19,grid_us,20.81,8,4877.87,728.48
bus,28.71,beef,1.59,natural_gas,13.37,2,3669.36,1675.83
train,31.67,eggs,1.48,hydro,17.63,5,21670.75,614.78
train,17.27,fruits,2.14,grid_us,16.6,6,23529.51,662.16
bus,56.15,vegetables,1.97,solar,36.82,8,28563.79,756.42
bus,33.87,lamb,0.75,wind,31.69,5,19467.49,1355.14
train,39.31,vegetables,2.38,grid_eu,8.54,4,21884.72,628.41
motorcycle,49.29,fruits,2.44,oil,37.78,5,39622.91,1664.78
bus,24.63,eggs,1.19,grid_india,27.52,6,44278.5,1523.94
walking,47.69,lamb,2.36,nuclear,27.87,1,4681.15,2838.38
walking,41.79,nuts,1.1,oil,16.15,3,6015.36,482.41
motorcycle,54.53,chicken,2.41,grid_india,36.19,8,33043.74,1983.29
car_petrol,75.24,eggs,2.45,natural_gas,25.91,5,5413.97,1302.78
motorcycle,31.69,dairy,0.6,oil,38.85,5,33936.75,1337.31
car_diesel,33.28,vegetables,0.55,oil,27.07,9,14052.85,986.33
car_petrol,54.81,fish,2.45,wind,20.9,4,26321.19,1210.29
walking,46.9,rice,2.43,wind,18.1,7,28367.62,761.22
car_ev,60.33,eggs,1.13,wind,33.46,2,3902.4,323.36
flight_long,31.66,nuts,2.04,grid_india,13.54,0,0.0,637.88
car_diesel,67.55,pork,1.66,nuclear,29.35,5,28392.28,1499.9
bicycle,44.66,vegetables,2.08,grid_eu,31.37,9,17493.1,639.01
flight_long,79.78,rice,2.01,grid_us,37.44,5,30965.44,1617.73
flight_short,32.28,chicken,0.92,oil,34.87,0,0.0,1149.57
flight_short,52.82,eggs,0.51,oil,10.05,6,7069.88,845.24
motorcycle,5.1,legumes,2.1,grid_eu,28.6,7,7411.42,467.74
car_petrol,78.45,eggs,1.87,hydro,15.33,0,0.0,745.21
flight_long,27.76,nuts,0.51,hydro,25.43,1,3496.71,302.05
flight_long,34.4,rice,0.52,nuclear,22.69,9,59785.58,1273.05
bus,51.17,dairy,0.58,grid_us,12.48,3,5705.7,414.94
bus,49.42,fruits,1.64,oil,17.1,1,2651.62,592.34
walking,79.24,fish,1.95,nuclear,36.87,2,5679.6,479.95
flight_long,12.48,pork,1.05,natural_gas,33.24,3,10701.22,1048.69
flight_long,28.86,dairy,0.99,nuclear,9.9,9,23420.22,632.14
walking,38.94,dairy,1.39,nuclear,23.42,3,21135.7,469.99
flight_long,37.24,vegetables,1.15,wind,25.36,4,27347.84,805.6
car_diesel,65.18,chicken,1.61,wind,18.01,6,18450.18,870.97
bus,67.69,chicken,0.81,wind,36.92,1,2977.57,424.06
car_ev,74.85,fruits,0.74,hydro,39.57,4,6530.11,264.17
bus,35.5,lamb,1.07,wind,31.28,2,12185.83,1606.81
car_petrol,37.03,beef,0.77,natural_gas,28.12,5,39718.75,1943.72
flight_long,53.34,pork,1.62,grid_india,39.68,8,31575.11,2365.32
flight_long,26.56,eggs,1.45,wind,13.65,2,4914.91,431.79
car_diesel,29.14,eggs,1.78,hydro,7.4,4,24386.61,855.93
flight_long,14.72,vegetables,0.76,coal,28.72,3,12589.53,1046.93
car_diesel,9.79,chicken,0.73,grid_us,17.03,1,2260.56,414.42
bus,11.48,rice,1.27,grid_india,15.32,0,0.0,518.95
motorcycle,6.77,beef,1.1,coal,39.06,2,1193.79,1940.87
bus,57.45,eggs,2.03,grid_us,12.36,3,3087.82,695.24
car_diesel,27.88,nuts,1.54,nuclear,35.41,7,54194.58,1075.17
flight_long,24.52,nuts,2.22,wind,35.0,6,23655.78,696.43
flight_short,24.18,nuts,2.29,oil,14.22,1,598.8,669.24
flight_long,62.42,fruits,0.63,grid_india,23.47,4,11860.62,1081.35
