transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,waste_co2_monthly,clothing_co2_monthly,grocery_bill_monthly,energy_efficient,monthly_co2_kg
bus,42.57,vegetables,0.9,natural_gas,4.86,0,0.0,34.64,17.5,186.0,0,131.08
car_petrol,292.37,fish,0.15,grid_eu,4.67,1,2000.0,45.47,5.83,105.0,1,243.25
bus,1.53,vegetables,0.9,grid_eu,3.73,0,0.0,25.98,28.33,138.0,1,95.67
bus,46.7,chicken,0.15,natural_gas,4.57,0,0.0,15.16,36.67,112.0,1,165.58
bus,18.7,fish,0.15,coal,3.41,4,8000.0,12.99,1.67,109.0,0,156.42
bus,53.47,fish,0.15,coal,5.74,8,16000.0,45.47,37.5,261.0,0,222.75
car_diesel,142.17,fish,0.15,natural_gas,5.8,4,8000.0,2.17,24.17,249.0,0,194.5
bicycle,2.57,fish,0.15,grid_eu,4.53,1,2000.0,34.64,36.67,217.0,0,130.58
bicycle,0.93,fish,0.15,coal,5.36,8,16000.0,8.66,30.0,244.0,1,233.17
bus,17.3,chicken,0.15,grid_eu,4.33,4,8000.0,45.47,35.0,79.0,0,165.92
bicycle,1.67,dairy,0.75,coal,4.14,1,2000.0,15.16,12.5,248.0,1,109.75
bicycle,2.0,dairy,0.75,natural_gas,4.87,4,8000.0,4.33,1.67,108.0,0,116.75
bus,29.93,vegetables,0.9,coal,4.7,8,16000.0,15.16,30.83,180.0,0,236.42
car_petrol,247.5,dairy,0.75,natural_gas,3.35,4,8000.0,8.66,5.0,123.0,0,220.75
bus,0.5,chicken,0.15,coal,3.42,1,2000.0,106.09,30.0,140.0,0,221.17
car_ev,85.7,vegetables,0.9,natural_gas,3.62,4,8000.0,106.09,32.5,87.0,0,197.08
car_diesel,329.5,dairy,0.75,grid_eu,4.96,1,2000.0,17.32,3.33,198.0,0,337.58
bicycle,1.6,vegetables,0.9,grid_eu,3.19,8,16000.0,25.98,27.5,228.0,0,198.42
bicycle,2.3,chicken,0.15,coal,4.6,4,8000.0,12.99,36.67,216.0,0,201.0
bicycle,0.43,chicken,0.15,coal,4.91,8,16000.0,4.33,14.17,195.0,0,190.33
bus,66.53,vegetables,0.9,coal,4.09,8,16000.0,30.31,30.0,198.0,0,231.25
bus,6.47,vegetables,0.9,coal,4.99,1,2000.0,4.33,7.5,168.0,0,63.67
bicycle,0.27,vegetables,0.9,coal,5.05,1,2000.0,4.33,36.67,72.0,0,129.5
bus,64.1,vegetables,0.9,natural_gas,5.06,4,8000.0,12.99,11.67,140.0,0,156.58
bicycle,3.0,fish,0.15,coal,5.36,1,2000.0,30.31,14.17,203.0,0,148.08
car_ev,121.67,dairy,0.75,grid_eu,3.13,1,2000.0,17.32,5.83,224.0,0,55.25
bicycle,3.0,dairy,0.75,grid_eu,5.13,4,8000.0,51.96,23.33,102.0,0,187.0
car_petrol,192.3,chicken,0.15,coal,4.62,4,8000.0,60.62,6.67,119.0,0,303.83
bicycle,2.2,vegetables,0.9,coal,5.3,8,16000.0,12.99,32.5,74.0,1,246.67
bicycle,2.07,fish,0.15,grid_eu,4.24,4,8000.0,4.33,12.5,202.0,0,129.67
bus,8.0,vegetables,0.9,coal,2.89,4,8000.0,8.66,8.33,186.0,0,143.67
bus,11.07,dairy,0.75,coal,3.69,4,8000.0,30.31,30.83,250.0,1,185.17
bicycle,2.0,vegetables,0.9,grid_eu,5.24,8,16000.0,8.66,13.33,186.0,1,155.17
bicycle,2.4,dairy,0.75,natural_gas,4.89,4,8000.0,10.82,33.33,183.0,1,186.75
bicycle,3.03,chicken,0.15,grid_eu,4.16,1,2000.0,8.66,34.17,98.0,1,135.75
bicycle,2.57,chicken,0.15,coal,4.33,8,16000.0,4.33,37.5,107.0,0,195.83
bicycle,2.43,dairy,0.75,coal,3.53,0,0.0,2.17,7.5,199.0,0,79.92
car_petrol,88.8,fish,0.15,natural_gas,6.19,4,8000.0,43.3,15.0,172.0,0,290.33
car_petrol,77.23,dairy,0.75,natural_gas,5.08,8,16000.0,12.99,37.5,88.0,1,244.17
bus,34.43,fish,0.15,grid_eu,4.89,0,0.0,2.17,30.0,98.0,1,76.67
bicycle,1.2,fish,0.15,coal,5.08,8,16000.0,30.31,35.0,213.0,0,257.5
bicycle,1.73,vegetables,0.9,grid_eu,4.22,1,2000.0,45.47,35.83,241.0,0,150.92
bicycle,1.07,dairy,0.75,grid_eu,6.1,8,16000.0,8.66,3.33,107.0,1,192.08
car_ev,84.53,chicken,0.15,coal,4.11,1,2000.0,21.65,30.0,71.0,1,136.25
bus,32.4,vegetables,0.9,grid_eu,5.59,4,8000.0,4.33,8.33,206.0,0,109.0
bicycle,1.17,vegetables,0.9,natural_gas,6.05,8,16000.0,17.32,20.83,93.0,0,214.0
bus,53.03,dairy,0.75,coal,3.73,1,2000.0,25.98,30.0,285.0,0,161.25
car_petrol,158.77,fish,0.15,grid_eu,4.5,1,2000.0,21.65,34.17,105.0,0,158.08
bus,16.07,chicken,0.15,coal,4.84,0,0.0,30.31,30.0,282.0,0,155.25
bus,47.43,chicken,0.15,grid_eu,2.79,8,16000.0,43.3,0.83,212.0,0,208.42
bicycle,1.77,dairy,0.75,natural_gas,4.01,1,2000.0,8.66,25.0,267.0,0,120.5
car_diesel,172.23,dairy,0.75,coal,4.18,4,8000.0,25.98,26.67,274.0,0,308.17
bicycle,0.97,dairy,0.75,grid_eu,5.13,0,0.0,17.32,31.67,83.0,1,85.25
car_ev,87.73,vegetables,0.9,grid_eu,5.66,8,16000.0,90.93,3.33,123.0,0,208.25
car_petrol,121.43,vegetables,0.9,grid_eu,3.11,4,8000.0,8.66,40.83,50.0,0,204.75
bus,49.77,fish,0.15,natural_gas,3.91,1,2000.0,90.93,37.5,107.0,0,219.67
bicycle,0.57,chicken,0.15,coal,3.07,4,8000.0,21.65,33.33,154.0,1,206.42
bus,52.47,dairy,0.75,coal,3.86,1,2000.0,2.17,15.83,95.0,1,101.58
car_petrol,47.57,chicken,0.15,grid_eu,4.31,1,2000.0,8.66,1.67,278.0,0,125.75
bus,25.73,dairy,0.75,coal,3.93,4,8000.0,43.3,18.33,145.0,0,167.75
bicycle,0.8,chicken,0.15,coal,3.44,4,8000.0,8.66,1.67,109.0,0,136.33
bicycle,0.53,dairy,0.75,coal,4.45,4,8000.0,45.47,32.5,201.0,0,147.25
car_diesel,155.63,chicken,0.15,natural_gas,4.49,1,2000.0,30.31,41.67,159.0,0,289.08
bicycle,1.47,chicken,0.15,grid_eu,4.42,8,16000.0,30.31,11.67,294.0,0,253.17
car_petrol,71.03,fish,0.15,coal,5.74,0,0.0,30.31,37.5,94.0,1,147.25
bicycle,2.37,fish,0.15,coal,6.29,4,8000.0,60.62,1.67,65.0,1,142.67
car_petrol,160.53,dairy,0.75,coal,4.81,1,2000.0,4.33,12.5,178.0,0,200.67
car_diesel,185.17,vegetables,0.9,coal,5.94,4,8000.0,75.78,29.17,175.0,0,305.0
car_petrol,303.57,dairy,0.75,grid_eu,4.79,1,2000.0,25.98,8.33,162.0,0,441.08
bus,56.9,dairy,0.75,coal,4.74,4,8000.0,45.47,21.67,145.0,1,224.67
car_ev,0.33,vegetables,0.9,grid_eu,3.99,8,16000.0,90.93,14.17,204.0,0,246.25
bicycle,2.5,dairy,0.75,coal,5.33,1,2000.0,30.31,24.17,228.0,0,120.58
car_petrol,137.43,fish,0.15,grid_eu,4.65,8,16000.0,8.66,15.83,251.0,0,284.58
car_diesel,187.3,dairy,0.75,natural_gas,4.34,0,0.0,60.62,26.67,168.0,0,209.0
bus,61.9,fish,0.15,grid_eu,4.55,0,0.0,45.47,7.5,92.0,1,94.5
bicycle,3.2,vegetables,0.9,coal,4.17,4,8000.0,4.33,8.33,65.0,0,142.58
bus,22.1,dairy,0.75,natural_gas,4.05,8,16000.0,34.64,9.17,270.0,1,176.08
bicycle,3.17,chicken,0.15,coal,5.52,1,2000.0,75.78,10.0,134.0,1,139.33
car_petrol,173.27,chicken,0.15,grid_eu,5.16,4,8000.0,6.5,27.5,274.0,0,222.42
bus,1.23,chicken,0.15,natural_gas,4.43,0,0.0,12.99,0.83,117.0,1,82.92
bicycle,2.8,dairy,0.75,coal,4.52,4,8000.0,15.16,1.67,116.0,0,121.08
bicycle,0.37,fish,0.15,natural_gas,3.18,4,8000.0,17.32,5.83,93.0,0,134.92
bicycle,2.77,chicken,0.15,coal,4.15,0,0.0,60.62,17.5,242.0,0,155.42
car_petrol,261.6,vegetables,0.9,coal,3.04,8,16000.0,10.82,17.5,145.0,0,481.58
bus,35.97,dairy,0.75,grid_eu,5.57,4,8000.0,10.82,13.33,137.0,0,114.58
bus,58.93,chicken,0.15,natural_gas,5.48,0,0.0,8.66,0.83,200.0,1,72.75
bus,52.77,fish,0.15,natural_gas,3.97,0,0.0,6.5,6.67,185.0,0,89.83
bicycle,1.47,chicken,0.15,grid_eu,4.61,1,2000.0,17.32,26.67,223.0,1,143.58
car_petrol,262.13,fish,0.15,coal,5.58,0,0.0,43.3,40.0,104.0,1,307.83
bicycle,0.27,dairy,0.75,natural_gas,4.23,0,0.0,60.62,40.83,291.0,0,166.25
bicycle,3.13,fish,0.15,grid_eu,3.72,8,16000.0,25.98,35.83,245.0,0,174.42
car_petrol,194.53,vegetables,0.9,coal,6.23,4,8000.0,6.5,37.5,249.0,1,273.83
bus,26.3,chicken,0.15,natural_gas,6.01,8,16000.0,17.32,1.67,285.0,0,217.17
bicycle,0.23,vegetables,0.9,coal,2.84,8,16000.0,45.47,40.83,138.0,0,248.42
bicycle,0.63,vegetables,0.9,coal,3.7,0,0.0,8.66,40.0,292.0,1,126.5
car_petrol,311.07,chicken,0.15,grid_eu,4.22,1,2000.0,25.98,31.67,56.0,1,400.92
bus,6.63,chicken,0.15,grid_eu,3.64,1,2000.0,21.65,7.5,203.0,0,99.83
bicycle,0.8,fish,0.15,grid_eu,6.14,1,2000.0,51.96,36.67,58.0,1,134.25
bicycle,1.77,chicken,0.15,grid_eu,5.47,0,0.0,25.98,0.83,63.0,1,45.17
car_petrol,221.9,vegetables,0.9,grid_eu,5.81,0,0.0,15.16,11.67,246.0,1,130.42
car_petrol,159.43,dairy,0.75,grid_eu,3.64,4,8000.0,15.16,19.17,149.0,0,278.67
bicycle,0.13,fish,0.15,grid_eu,4.82,1,2000.0,8.66,26.67,78.0,0,106.42
car_petrol,333.1,fish,0.15,coal,5.15,8,16000.0,17.32,15.83,103.0,0,479.67
bicycle,0.83,chicken,0.15,grid_eu,5.43,8,16000.0,8.66,39.17,69.0,0,212.33
car_petrol,96.7,chicken,0.15,coal,5.3,8,16000.0,25.98,15.83,128.0,0,374.0
bicycle,1.47,fish,0.15,coal,5.09,8,16000.0,4.33,34.17,204.0,0,229.75
bus,52.8,dairy,0.75,grid_eu,5.24,0,0.0,90.93,1.67,208.0,0,84.0
car_ev,121.2,fish,0.15,grid_eu,5.14,1,2000.0,8.66,20.0,75.0,1,99.33
car_ev,324.23,vegetables,0.9,natural_gas,4.04,4,8000.0,8.66,9.17,252.0,0,126.92
car_petrol,49.5,fish,0.15,coal,3.67,1,2000.0,8.66,25.83,192.0,0,179.0
bicycle,1.7,vegetables,0.9,natural_gas,5.72,0,0.0,51.96,10.0,149.0,1,106.5
bus,20.4,fish,0.15,grid_eu,3.72,4,8000.0,60.62,34.17,154.0,1,165.67
bus,30.03,vegetables,0.9,coal,5.67,0,0.0,43.3,27.5,60.0,0,137.25
bus,45.7,chicken,0.15,grid_eu,5.6,0,0.0,25.98,18.33,245.0,1,146.58
car_diesel,25.3,chicken,0.15,coal,5.72,0,0.0,60.62,14.17,161.0,0,149.17
car_ev,20.83,fish,0.15,coal,4.5,0,0.0,10.82,12.5,275.0,1,116.08
bus,56.37,dairy,0.75,grid_eu,3.84,0,0.0,25.98,40.0,175.0,1,109.25
bicycle,2.67,chicken,0.15,natural_gas,4.71,1,2000.0,43.3,31.67,180.0,0,172.58
car_diesel,61.53,fish,0.15,coal,3.28,4,8000.0,17.32,30.0,146.0,1,182.33
bus,13.67,vegetables,0.9,grid_eu,3.86,4,8000.0,17.32,39.17,153.0,1,147.33
bicycle,0.5,dairy,0.75,grid_eu,4.16,1,2000.0,15.16,40.0,132.0,0,106.5
bicycle,3.07,vegetables,0.9,grid_eu,4.67,1,2000.0,45.47,30.83,235.0,1,113.83
bicycle,2.6,vegetables,0.9,coal,4.53,4,8000.0,45.47,15.0,285.0,0,209.67
car_petrol,203.63,chicken,0.15,coal,3.33,4,8000.0,25.98,36.67,108.0,0,393.08
bus,3.3,fish,0.15,natural_gas,4.78,1,2000.0,45.47,18.33,149.0,0,125.42
car_ev,22.33,vegetables,0.9,coal,5.21,0,0.0,30.31,26.67,66.0,0,168.83
bicycle,2.7,fish,0.15,coal,5.29,1,2000.0,17.32,5.83,234.0,1,137.67
car_diesel,197.2,dairy,0.75,coal,3.64,8,16000.0,90.93,40.0,82.0,0,364.5
car_petrol,103.03,fish,0.15,coal,4.24,1,2000.0,6.5,28.33,174.0,0,181.25
bus,38.6,dairy,0.75,grid_eu,3.59,1,2000.0,8.66,23.33,271.0,0,100.83
car_diesel,216.27,dairy,0.75,coal,5.14,8,16000.0,12.99,33.33,245.0,1,404.92
bicycle,2.93,fish,0.15,natural_gas,4.31,4,8000.0,10.82,13.33,231.0,0,143.5
bicycle,3.07,chicken,0.15,natural_gas,3.03,4,8000.0,43.3,25.0,65.0,0,192.42
bicycle,2.6,dairy,0.75,natural_gas,3.97,0,0.0,106.09,7.5,222.0,0,166.08
bus,39.4,vegetables,0.9,coal,4.38,0,0.0,15.16,24.17,133.0,0,109.0
car_petrol,246.17,vegetables,0.9,natural_gas,5.9,8,16000.0,25.98,31.67,219.0,0,323.92
bicycle,0.93,fish,0.15,coal,4.01,1,2000.0,106.09,4.17,166.0,0,170.0
bicycle,0.5,fish,0.15,natural_gas,3.94,4,8000.0,75.78,15.0,85.0,1,146.67
bus,37.7,chicken,0.15,coal,5.91,0,0.0,106.09,39.17,236.0,0,270.83
car_diesel,66.77,chicken,0.15,coal,3.89,8,16000.0,17.32,26.67,122.0,0,211.08
bus,5.97,chicken,0.15,grid_eu,4.52,8,16000.0,15.16,5.0,196.0,1,183.25
bicycle,0.37,vegetables,0.9,coal,5.91,8,16000.0,60.62,10.0,174.0,0,194.58
bicycle,0.43,fish,0.15,grid_eu,3.29,0,0.0,90.93,28.33,141.0,0,160.08
bus,38.17,chicken,0.15,natural_gas,5.86,1,2000.0,6.5,1.67,260.0,0,134.58
bus,25.87,chicken,0.15,coal,3.97,1,2000.0,2.17,14.17,191.0,0,142.5
bus,15.4,fish,0.15,grid_eu,5.29,0,0.0,15.16,1.67,185.0,0,50.92
bicycle,3.23,dairy,0.75,natural_gas,4.76,4,8000.0,10.82,1.67,235.0,0,114.0
car_petrol,313.17,dairy,0.75,grid_eu,4.25,0,0.0,12.99,1.67,252.0,0,238.92
bus,56.27,chicken,0.15,coal,5.65,0,0.0,15.16,3.33,114.0,0,111.75
car_diesel,87.7,vegetables,0.9,grid_eu,4.2,1,2000.0,12.99,32.5,94.0,0,157.25
car_petrol,8.07,chicken,0.15,coal,5.16,8,16000.0,4.33,38.33,62.0,1,211.83
car_petrol,49.33,fish,0.15,coal,2.81,0,0.0,2.17,21.67,159.0,0,124.0
car_ev,56.5,fish,0.15,coal,4.33,0,0.0,17.32,22.5,95.0,0,97.67
bus,46.63,chicken,0.15,natural_gas,4.66,0,0.0,21.65,41.67,148.0,0,137.08
bus,66.53,vegetables,0.9,coal,3.6,4,8000.0,45.47,10.0,60.0,0,173.75
bus,34.47,dairy,0.75,grid_eu,5.48,1,2000.0,10.82,3.33,168.0,0,126.33
car_petrol,110.6,fish,0.15,natural_gas,4.46,4,8000.0,25.98,5.83,206.0,0,210.92
bicycle,0.57,dairy,0.75,grid_eu,4.54,4,8000.0,12.99,7.5,108.0,1,119.92
car_ev,221.03,dairy,0.75,coal,5.27,0,0.0,21.65,35.0,294.0,0,145.08
car_petrol,8.57,fish,0.15,coal,5.35,4,8000.0,90.93,40.0,57.0,0,227.08
bus,48.37,fish,0.15,natural_gas,5.66,0,0.0,12.99,35.83,112.0,1,148.17
bicycle,2.43,dairy,0.75,grid_eu,4.72,4,8000.0,17.32,27.5,206.0,1,142.42
bicycle,3.23,dairy,0.75,natural_gas,4.19,1,2000.0,75.78,18.33,201.0,0,146.92
bicycle,3.23,vegetables,0.9,coal,5.14,0,0.0,43.3,21.67,221.0,1,112.75
car_petrol,65.93,fish,0.15,natural_gas,3.52,4,8000.0,90.93,25.83,281.0,0,300.08
car_petrol,110.97,chicken,0.15,natural_gas,4.72,8,16000.0,8.66,22.5,164.0,0,314.5
bicycle,1.1,dairy,0.75,natural_gas,3.31,1,2000.0,12.99,1.67,107.0,0,85.08
car_diesel,313.27,chicken,0.15,coal,5.56,4,8000.0,51.96,26.67,275.0,1,358.83
car_diesel,7.57,vegetables,0.9,coal,4.85,0,0.0,10.82,17.5,141.0,0,82.67
bicycle,2.43,dairy,0.75,coal,4.07,4,8000.0,51.96,18.33,214.0,1,169.17
bus,31.73,chicken,0.15,coal,4.62,4,8000.0,2.17,35.0,113.0,0,200.08
car_petrol,87.97,dairy,0.75,coal,2.69,4,8000.0,75.78,6.67,293.0,1,256.67
bicycle,2.1,fish,0.15,coal,5.12,1,2000.0,8.66,10.83,122.0,0,106.42
car_ev,197.6,vegetables,0.9,coal,5.3,4,8000.0,25.98,22.5,170.0,0,157.5
bus,34.83,fish,0.15,grid_eu,3.67,4,8000.0,45.47,23.33,240.0,0,208.5
car_petrol,62.27,fish,0.15,natural_gas,5.93,0,0.0,75.78,20.83,180.0,0,274.33
bicycle,2.53,vegetables,0.9,coal,3.06,4,8000.0,60.62,33.33,106.0,0,282.0
bus,33.73,dairy,0.75,coal,4.18,1,2000.0,30.31,41.67,217.0,1,148.42
bus,1.53,dairy,0.75,natural_gas,5.62,1,2000.0,90.93,24.17,216.0,0,185.17
bicycle,1.03,fish,0.15,natural_gas,4.9,0,0.0,25.98,24.17,257.0,0,134.67
bus,3.57,fish,0.15,natural_gas,2.96,1,2000.0,12.99,34.17,135.0,0,128.75
car_petrol,268.2,dairy,0.75,coal,3.32,1,2000.0,25.98,1.67,168.0,0,194.5
bicycle,2.47,vegetables,0.9,coal,4.65,1,2000.0,25.98,13.33,206.0,1,106.08
bus,64.97,vegetables,0.9,coal,3.19,1,2000.0,4.33,34.17,153.0,1,155.33
car_ev,84.97,dairy,0.75,coal,4.05,8,16000.0,60.62,36.67,124.0,1,245.5
bicycle,2.2,fish,0.15,grid_eu,5.38,8,16000.0,2.17,32.5,299.0,0,172.42
bicycle,0.37,vegetables,0.9,coal,2.75,0,0.0,25.98,15.0,212.0,0,107.17
bus,40.63,vegetables,0.9,grid_eu,4.63,4,8000.0,15.16,14.17,192.0,1,125.25
car_diesel,260.53,chicken,0.15,grid_eu,2.79,1,2000.0,60.62,8.33,164.0,1,255.25
bicycle,2.4,vegetables,0.9,grid_eu,5.13,4,8000.0,12.99,39.17,211.0,0,161.58
bus,7.87,vegetables,0.9,grid_eu,4.13,1,2000.0,15.16,3.33,251.0,0,67.17
car_petrol,182.6,fish,0.15,coal,5.93,1,2000.0,4.33,8.33,242.0,0,231.75
car_petrol,59.83,chicken,0.15,coal,5.39,0,0.0,75.78,30.83,194.0,1,187.0
bicycle,0.4,fish,0.15,grid_eu,4.15,4,8000.0,8.66,15.83,58.0,0,97.08
bicycle,0.93,vegetables,0.9,coal,4.63,1,2000.0,6.5,32.5,152.0,0,109.17
bicycle,2.33,fish,0.15,coal,4.27,0,0.0,43.3,40.83,161.0,0,128.25
bus,64.47,chicken,0.15,coal,3.82,4,8000.0,15.16,24.17,107.0,0,136.25
bicycle,0.23,fish,0.15,grid_eu,3.22,1,2000.0,60.62,5.83,151.0,1,82.0
bus,26.87,dairy,0.75,natural_gas,4.6,4,8000.0,17.32,6.67,244.0,0,142.33
bicycle,3.1,fish,0.15,grid_eu,5.03,1,2000.0,30.31,18.33,54.0,0,75.67
bus,47.73,vegetables,0.9,coal,3.94,1,2000.0,10.82,15.83,181.0,0,102.33
car_diesel,167.27,vegetables,0.9,grid_eu,3.79,1,2000.0,51.96,13.33,259.0,0,193.58
bus,47.5,dairy,0.75,natural_gas,4.16,0,0.0,34.64,21.67,270.0,0,139.5
bicycle,2.9,fish,0.15,coal,4.79,1,2000.0,15.16,11.67,131.0,0,119.42
bus,40.9,fish,0.15,natural_gas,6.43,0,0.0,75.78,5.0,160.0,0,147.83
bicycle,2.63,chicken,0.15,grid_eu,4.23,4,8000.0,45.47,11.67,139.0,0,147.83
bicycle,3.1,dairy,0.75,natural_gas,4.18,0,0.0,51.96,2.5,73.0,0,102.17
bicycle,1.23,vegetables,0.9,coal,5.66,0,0.0,10.82,34.17,161.0,0,111.33
car_petrol,296.93,chicken,0.15,natural_gas,4.24,0,0.0,17.32,8.33,133.0,1,202.08
bicycle,0.8,dairy,0.75,grid_eu,3.2,0,0.0,10.82,35.83,241.0,0,124.75
bicycle,0.47,fish,0.15,grid_eu,4.52,4,8000.0,12.99,16.67,138.0,0,120.5
bus,6.9,chicken,0.15,coal,4.96,4,8000.0,8.66,33.33,279.0,0,171.17
bicycle,2.83,fish,0.15,coal,3.41,0,0.0,17.32,30.0,272.0,0,116.08
car_ev,293.5,dairy,0.75,grid_eu,5.67,0,0.0,60.62,20.0,150.0,1,130.25
bicycle,3.23,chicken,0.15,coal,3.92,0,0.0,12.99,4.17,78.0,0,119.33
bicycle,0.63,fish,0.15,natural_gas,4.92,0,0.0,4.33,10.0,106.0,0,68.42
car_petrol,49.5,dairy,0.75,coal,4.48,4,8000.0,106.09,41.67,192.0,1,340.5
bicycle,0.8,chicken,0.15,coal,3.88,8,16000.0,2.17,5.83,89.0,0,204.75
bicycle,0.33,vegetables,0.9,grid_eu,4.49,0,0.0,30.31,34.17,284.0,0,129.67
bus,16.2,dairy,0.75,coal,4.32,0,0.0,34.64,30.83,272.0,0,185.25
bus,19.4,vegetables,0.9,grid_eu,4.74,4,8000.0,8.66,30.83,294.0,0,166.75
bicycle,2.7,vegetables,0.9,natural_gas,4.07,1,2000.0,30.31,13.33,126.0,0,146.08
bus,2.63,vegetables,0.9,coal,4.95,8,16000.0,90.93,28.33,185.0,1,269.25
bus,53.93,vegetables,0.9,natural_gas,5.8,0,0.0,43.3,30.83,70.0,0,144.83
bus,64.43,vegetables,0.9,natural_gas,5.22,4,8000.0,8.66,29.17,73.0,0,126.83
car_petrol,282.1,chicken,0.15,natural_gas,3.22,4,8000.0,21.65,19.17,147.0,0,401.5
bicycle,1.03,chicken,0.15,grid_eu,4.15,0,0.0,2.17,5.83,150.0,0,41.75
bicycle,2.3,vegetables,0.9,natural_gas,3.61,4,8000.0,15.16,41.67,109.0,0,173.92
bus,58.8,chicken,0.15,grid_eu,5.26,8,16000.0,4.33,24.17,177.0,1,212.83
car_petrol,238.33,dairy,0.75,natural_gas,4.19,1,2000.0,4.33,38.33,278.0,1,357.17
bicycle,1.63,vegetables,0.9,coal,5.12,8,16000.0,25.98,17.5,91.0,1,220.25
car_petrol,104.03,dairy,0.75,coal,4.82,4,8000.0,17.32,8.33,205.0,0,187.33
car_petrol,282.53,vegetables,0.9,grid_eu,5.06,1,2000.0,15.16,8.33,166.0,1,278.58
bicycle,2.43,vegetables,0.9,natural_gas,3.42,8,16000.0,12.99,17.5,147.0,0,204.5
car_ev,261.67,vegetables,0.9,natural_gas,5.04,4,8000.0,106.09,10.0,238.0,1,193.83
bicycle,2.33,fish,0.15,grid_eu,3.79,0,0.0,34.64,4.17,158.0,0,68.5
bicycle,0.13,chicken,0.15,natural_gas,4.13,0,0.0,17.32,2.5,123.0,0,94.83
bicycle,0.1,fish,0.15,natural_gas,3.96,8,16000.0,2.17,6.67,209.0,0,228.83
bicycle,0.3,fish,0.15,natural_gas,3.93,8,16000.0,21.65,39.17,247.0,0,235.08
car_petrol,298.13,fish,0.15,grid_eu,3.99,8,16000.0,8.66,33.33,284.0,0,285.17
bicycle,2.63,fish,0.15,coal,4.06,0,0.0,21.65,39.17,235.0,0,147.92
bicycle,0.7,chicken,0.15,coal,3.64,0,0.0,45.47,11.67,124.0,1,97.0
bus,13.77,dairy,0.75,coal,3.13,1,2000.0,12.99,40.0,226.0,1,132.17
bus,26.3,chicken,0.15,coal,4.45,1,2000.0,25.98,34.17,274.0,1,188.58
bus,65.43,dairy,0.75,coal,5.57,4,8000.0,8.66,30.83,225.0,0,187.25
bus,4.83,fish,0.15,coal,2.9,0,0.0,17.32,3.33,238.0,1,46.92
car_petrol,232.87,fish,0.15,natural_gas,3.2,1,2000.0,60.62,17.5,221.0,1,348.92
car_petrol,57.9,chicken,0.15,coal,4.5,1,2000.0,8.66,10.0,191.0,1,176.75
bus,20.63,fish,0.15,coal,4.15,8,16000.0,8.66,14.17,260.0,0,208.25
bicycle,1.1,dairy,0.75,grid_eu,5.82,0,0.0,17.32,37.5,181.0,0,119.92
bicycle,0.23,dairy,0.75,natural_gas,4.56,4,8000.0,12.99,13.33,59.0,0,153.0
car_ev,17.43,chicken,0.15,coal,3.09,1,2000.0,2.17,0.83,164.0,0,124.25
car_petrol,112.8,vegetables,0.9,natural_gas,4.89,0,0.0,6.5,35.83,236.0,1,183.25
car_petrol,307.17,vegetables,0.9,natural_gas,3.97,4,8000.0,12.99,28.33,67.0,1,372.58
car_ev,208.1,fish,0.15,coal,6.22,4,8000.0,12.99,19.17,66.0,1,215.58
bus,8.77,fish,0.15,natural_gas,5.09,0,0.0,6.5,21.67,134.0,1,119.5
bicycle,0.8,dairy,0.75,natural_gas,4.92,1,2000.0,30.31,37.5,145.0,0,138.25
bicycle,2.0,chicken,0.15,coal,4.13,4,8000.0,51.96,18.33,227.0,0,222.42
car_ev,33.6,dairy,0.75,natural_gas,3.92,8,16000.0,30.31,31.67,231.0,0,267.17
bus,40.27,chicken,0.15,coal,4.09,1,2000.0,90.93,1.67,168.0,0,188.92
bus,61.33,vegetables,0.9,coal,3.24,4,8000.0,8.66,30.83,145.0,1,145.0
bus,36.1,dairy,0.75,natural_gas,4.39,1,2000.0,12.99,12.5,53.0,0,153.42
bicycle,1.13,vegetables,0.9,coal,5.46,1,2000.0,4.33,24.17,58.0,0,105.5
bicycle,2.2,fish,0.15,coal,4.04,4,8000.0,60.62,6.67,287.0,0,164.42
bus,58.43,fish,0.15,coal,4.34,1,2000.0,17.32,39.17,277.0,0,206.42
car_ev,181.37,fish,0.15,natural_gas,3.99,0,0.0,6.5,6.67,207.0,0,64.58
car_petrol,175.43,chicken,0.15,grid_eu,3.61,4,8000.0,12.99,19.17,276.0,0,191.42
bicycle,0.07,fish,0.15,natural_gas,4.34,8,16000.0,51.96,5.83,207.0,0,195.17
bicycle,0.3,fish,0.15,coal,4.32,1,2000.0,90.93,16.67,261.0,1,154.92
car_diesel,32.5,fish,0.15,grid_eu,3.38,4,8000.0,12.99,11.67,171.0,0,123.67
bus,24.0,dairy,0.75,coal,3.06,8,16000.0,75.78,12.5,279.0,1,195.42
bus,40.5,vegetables,0.9,coal,4.92,8,16000.0,2.17,20.0,179.0,0,182.17
bus,53.73,fish,0.15,coal,5.27,8,16000.0,60.62,25.0,124.0,1,305.5
bus,49.97,chicken,0.15,coal,5.69,8,16000.0,90.93,40.83,286.0,0,274.83
bus,57.1,fish,0.15,grid_eu,3.34,8,16000.0,25.98,20.0,271.0,0,180.58
bicycle,1.97,dairy,0.75,grid_eu,3.59,0,0.0,75.78,38.33,71.0,1,129.42
car_diesel,114.43,chicken,0.15,coal,5.45,0,0.0,4.33,7.5,129.0,1,167.75
bicycle,1.97,vegetables,0.9,coal,5.33,8,16000.0,30.31,39.17,114.0,0,267.75
