transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,monthly_co2_kg
car_diesel,168.77,vegetables,0.5,natural_gas,6.5,1,2000,236.08
bicycle,1.57,vegetables,0.3,coal,6.9,8,16000,197.5
bus,36.23,vegetables,0.3,grid_eu,7.1,1,2000,101.75
bus,24.93,fish,0.3,coal,5.8,1,2000,174.0
bus,33.53,vegetables,0.5,grid_eu,7.2,1,2000,165.33
bicycle,0.2,vegetables,0.3,coal,6.8,4,8000,114.83
bicycle,2.17,chicken,0.4,grid_eu,7.3,1,2000,97.58
bicycle,1.97,chicken,0.4,natural_gas,7.2,1,2000,134.08
car_diesel,131.97,fish,0.3,natural_gas,5.8,8,16000,388.5
bus,10.57,vegetables,0.5,natural_gas,6.3,4,8000,153.92
bus,18.23,vegetables,0.5,natural_gas,6.5,8,16000,288.0
bicycle,0.23,chicken,0.4,coal,7.0,1,2000,147.75
bicycle,0.4,vegetables,0.5,natural_gas,6.2,1,2000,142.17
bicycle,0.43,vegetables,0.5,coal,6.4,8,16000,224.67
bicycle,2.33,vegetables,0.5,coal,6.6,1,2000,104.83
bicycle,1.13,chicken,0.4,coal,5.9,8,16000,196.92
bicycle,3.2,vegetables,0.5,grid_eu,6.0,0,0,96.83
car_petrol,224.33,vegetables,0.3,grid_eu,5.3,0,0,183.92
bus,8.27,chicken,0.4,coal,5.2,0,0,169.33
bus,30.4,vegetables,0.3,coal,6.6,1,2000,182.5
bicycle,0.83,vegetables,0.5,coal,5.2,0,0,79.33
bus,10.93,fish,0.3,coal,5.0,4,8000,192.67
bus,46.87,vegetables,0.5,grid_eu,6.7,0,0,101.17
car_ev,100.73,vegetables,0.5,coal,7.3,1,2000,125.75
bus,59.77,vegetables,0.5,coal,6.2,1,2000,153.75
car_ev,155.8,fish,0.3,coal,6.3,4,8000,152.5
bicycle,3.17,fish,0.3,grid_eu,5.8,0,0,94.33
car_petrol,178.53,chicken,0.4,coal,5.4,0,0,268.25
bus,60.63,vegetables,0.3,grid_eu,6.6,4,8000,166.67
car_diesel,182.47,vegetables,0.5,natural_gas,6.0,4,8000,338.42
bus,48.67,vegetables,0.3,coal,5.4,4,8000,248.0
bicycle,2.33,vegetables,0.3,natural_gas,5.5,0,0,77.25
car_petrol,95.3,vegetables,0.5,coal,6.6,0,0,153.67
bus,30.13,fish,0.3,coal,5.8,8,16000,270.5
bus,24.07,vegetables,0.3,grid_eu,6.8,4,8000,128.08
bus,55.73,chicken,0.4,grid_eu,6.0,1,2000,81.25
bus,22.03,fish,0.3,coal,5.8,8,16000,344.33
bus,12.63,chicken,0.4,coal,6.9,0,0,108.5
car_petrol,40.07,fish,0.3,natural_gas,7.2,4,8000,184.5
bus,58.23,vegetables,0.5,coal,5.3,4,8000,182.42
bus,62.67,vegetables,0.5,coal,6.6,8,16000,335.08
bicycle,1.7,chicken,0.4,coal,7.2,1,2000,234.92
bicycle,3.07,vegetables,0.3,coal,5.8,0,0,74.75
bicycle,2.7,chicken,0.4,coal,6.9,0,0,112.83
bus,62.87,vegetables,0.3,coal,5.0,8,16000,157.08
car_ev,316.3,vegetables,0.5,grid_eu,7.3,1,2000,78.5
bus,2.3,vegetables,0.5,natural_gas,5.2,0,0,96.33
bicycle,0.3,fish,0.3,coal,5.2,1,2000,124.25
bicycle,0.83,vegetables,0.3,natural_gas,6.5,1,2000,103.17
bicycle,2.03,vegetables,0.3,coal,6.1,4,8000,142.67
car_petrol,183.6,chicken,0.4,natural_gas,6.1,1,2000,206.58
car_petrol,199.53,chicken,0.4,grid_eu,6.6,8,16000,393.67
car_ev,287.1,vegetables,0.5,grid_eu,7.1,1,2000,101.75
bus,13.23,vegetables,0.3,natural_gas,6.8,8,16000,184.42
bus,49.73,chicken,0.4,coal,6.9,0,0,173.58
car_petrol,150.27,vegetables,0.5,coal,7.0,1,2000,164.75
bicycle,0.63,vegetables,0.3,coal,7.1,4,8000,185.25
car_ev,251.73,vegetables,0.3,grid_eu,6.2,4,8000,146.08
car_petrol,83.3,fish,0.3,natural_gas,6.8,4,8000,209.42
bicycle,1.27,chicken,0.4,coal,6.6,1,2000,250.58
bus,34.87,chicken,0.4,coal,6.7,4,8000,188.67
bicycle,3.13,fish,0.3,coal,6.5,0,0,104.33
bicycle,2.9,fish,0.3,natural_gas,6.5,8,16000,230.67
bus,62.9,fish,0.3,coal,6.6,4,8000,296.75
bus,64.83,chicken,0.4,coal,7.3,4,8000,196.67
car_petrol,96.27,fish,0.3,grid_eu,7.3,0,0,122.67
car_petrol,18.13,fish,0.3,coal,6.2,8,16000,286.42
bicycle,1.8,vegetables,0.3,coal,5.8,0,0,83.83
car_petrol,230.67,fish,0.3,grid_eu,5.1,0,0,187.42
bicycle,0.13,vegetables,0.5,coal,7.2,8,16000,201.08
bus,8.87,fish,0.3,natural_gas,7.4,0,0,181.25
car_petrol,183.5,vegetables,0.5,coal,7.4,8,16000,281.25
bus,27.53,vegetables,0.3,coal,6.1,4,8000,207.25
bicycle,3.3,vegetables,0.5,coal,6.8,8,16000,242.83
bus,42.57,vegetables,0.3,natural_gas,7.2,0,0,131.08
car_petrol,292.37,fish,0.3,grid_eu,5.8,1,2000,243.25
bus,1.53,vegetables,0.3,grid_eu,5.2,0,0,95.67
bus,46.7,chicken,0.4,natural_gas,5.6,0,0,165.58
bus,18.7,fish,0.3,coal,5.0,4,8000,156.42
bus,53.47,fish,0.3,coal,6.9,8,16000,222.75
car_diesel,142.17,fish,0.3,natural_gas,6.9,4,8000,194.5
bicycle,2.57,fish,0.3,grid_eu,6.9,1,2000,130.58
bicycle,0.93,fish,0.3,coal,6.8,8,16000,233.17
bus,17.3,chicken,0.4,grid_eu,6.2,4,8000,165.92
bicycle,1.67,vegetables,0.5,coal,5.3,1,2000,109.75
bicycle,2.0,vegetables,0.5,natural_gas,7.4,4,8000,116.75
bus,29.93,vegetables,0.3,coal,5.8,8,16000,236.42
car_petrol,247.5,vegetables,0.5,natural_gas,5.4,4,8000,220.75
bus,0.5,chicken,0.4,coal,5.4,1,2000,221.17
car_ev,85.7,vegetables,0.3,natural_gas,5.7,4,8000,197.08
car_diesel,329.5,vegetables,0.5,grid_eu,6.0,1,2000,337.58
bicycle,1.6,vegetables,0.3,grid_eu,5.7,8,16000,198.42
bicycle,2.3,chicken,0.4,coal,7.1,4,8000,201.0
bicycle,0.43,chicken,0.4,coal,6.5,8,16000,190.33
bus,66.53,vegetables,0.3,coal,6.6,8,16000,231.25
bus,6.47,vegetables,0.3,coal,7.0,1,2000,63.67
bicycle,0.27,vegetables,0.3,coal,6.2,1,2000,129.5
bus,64.1,vegetables,0.3,natural_gas,6.6,4,8000,156.58
bicycle,3.0,fish,0.3,coal,7.3,1,2000,148.08
car_ev,121.67,vegetables,0.5,grid_eu,5.2,1,2000,55.25
bicycle,3.0,vegetables,0.5,grid_eu,6.6,4,8000,187.0
car_petrol,192.3,chicken,0.4,coal,5.6,4,8000,303.83
bicycle,2.2,vegetables,0.3,coal,6.9,8,16000,246.67
bicycle,2.07,fish,0.3,grid_eu,5.3,4,8000,129.67
bus,8.0,vegetables,0.3,coal,5.0,4,8000,143.67
bus,11.07,vegetables,0.5,coal,5.3,4,8000,185.17
bicycle,2.0,vegetables,0.3,grid_eu,7.3,8,16000,155.17
bicycle,2.4,vegetables,0.5,natural_gas,6.3,4,8000,186.75
bicycle,3.03,chicken,0.4,grid_eu,6.2,1,2000,135.75
bicycle,2.57,chicken,0.4,coal,5.9,8,16000,195.83
bicycle,2.43,vegetables,0.5,coal,5.9,0,0,79.92
car_petrol,88.8,fish,0.3,natural_gas,7.2,4,8000,290.33
car_petrol,77.23,vegetables,0.5,natural_gas,6.5,8,16000,244.17
bus,34.43,fish,0.3,grid_eu,6.9,0,0,76.67
bicycle,1.2,fish,0.3,coal,7.1,8,16000,257.5
bicycle,1.73,vegetables,0.3,grid_eu,5.8,1,2000,150.92
bicycle,1.07,vegetables,0.5,grid_eu,7.1,8,16000,192.08
car_ev,84.53,chicken,0.4,coal,5.1,1,2000,136.25
bus,32.4,vegetables,0.3,grid_eu,6.6,4,8000,109.0
bicycle,1.17,vegetables,0.3,natural_gas,7.1,8,16000,214.0
bus,53.03,vegetables,0.5,coal,5.6,1,2000,161.25
car_petrol,158.77,fish,0.3,grid_eu,6.1,1,2000,158.08
bus,16.07,chicken,0.4,coal,5.8,0,0,155.25
bus,47.43,chicken,0.4,grid_eu,5.1,8,16000,208.42
bicycle,1.77,vegetables,0.5,natural_gas,5.1,1,2000,120.5
car_diesel,172.23,vegetables,0.5,coal,6.5,4,8000,308.17
bicycle,0.97,vegetables,0.5,grid_eu,7.0,0,0,85.25
car_ev,87.73,vegetables,0.3,grid_eu,7.1,8,16000,208.25
car_petrol,121.43,vegetables,0.3,grid_eu,5.2,4,8000,204.75
bus,49.77,fish,0.3,natural_gas,5.0,1,2000,219.67
bicycle,0.57,chicken,0.4,coal,5.6,4,8000,206.42
bus,52.47,vegetables,0.5,coal,5.9,1,2000,101.58
car_petrol,47.57,chicken,0.4,grid_eu,6.4,1,2000,125.75
bus,25.73,vegetables,0.5,coal,6.3,4,8000,167.75
bicycle,0.8,chicken,0.4,coal,5.4,4,8000,136.33
bicycle,0.53,vegetables,0.5,coal,6.9,4,8000,147.25
car_diesel,155.63,chicken,0.4,natural_gas,6.1,1,2000,289.08
bicycle,1.47,chicken,0.4,grid_eu,5.0,8,16000,253.17
car_petrol,71.03,fish,0.3,coal,6.9,0,0,147.25
bicycle,2.37,fish,0.3,coal,7.4,4,8000,142.67
car_petrol,160.53,vegetables,0.5,coal,6.4,1,2000,200.67
car_diesel,185.17,vegetables,0.3,coal,7.1,4,8000,305.0
car_petrol,303.57,vegetables,0.5,grid_eu,6.7,1,2000,441.08
bus,56.9,vegetables,0.5,coal,5.9,4,8000,224.67
car_ev,0.33,vegetables,0.3,grid_eu,5.1,8,16000,246.25
bicycle,2.5,vegetables,0.5,coal,6.5,1,2000,120.58
car_petrol,137.43,fish,0.3,grid_eu,6.2,8,16000,284.58
car_diesel,187.3,vegetables,0.5,natural_gas,6.8,0,0,209.0
bus,61.9,fish,0.3,grid_eu,6.5,0,0,94.5
bicycle,3.2,vegetables,0.3,coal,5.2,4,8000,142.58
bus,22.1,vegetables,0.5,natural_gas,6.1,8,16000,176.08
bicycle,3.17,chicken,0.4,coal,7.1,1,2000,139.33
car_petrol,173.27,chicken,0.4,grid_eu,6.3,4,8000,222.42
bus,1.23,chicken,0.4,natural_gas,5.0,0,0,82.92
bicycle,2.8,vegetables,0.5,coal,6.5,4,8000,121.08
bicycle,0.37,fish,0.3,natural_gas,5.6,4,8000,134.92
bicycle,2.77,chicken,0.4,coal,6.1,0,0,155.42
car_petrol,261.6,vegetables,0.3,coal,5.1,8,16000,481.58
bus,35.97,vegetables,0.5,grid_eu,6.7,4,8000,114.58
bus,58.93,chicken,0.4,natural_gas,7.4,0,0,72.75
bus,52.77,fish,0.3,natural_gas,5.9,0,0,89.83
bicycle,1.47,chicken,0.4,grid_eu,6.2,1,2000,143.58
car_petrol,262.13,fish,0.3,coal,6.6,0,0,307.83
bicycle,0.27,vegetables,0.5,natural_gas,5.4,0,0,166.25
bicycle,3.13,fish,0.3,grid_eu,6.2,8,16000,174.42
car_petrol,194.53,vegetables,0.3,coal,7.3,4,8000,273.83
bus,26.3,chicken,0.4,natural_gas,7.2,8,16000,217.17
bicycle,0.23,vegetables,0.3,coal,5.2,8,16000,248.42
bicycle,0.63,vegetables,0.3,coal,5.7,0,0,126.5
car_petrol,311.07,chicken,0.4,grid_eu,5.8,1,2000,400.92
bus,6.63,chicken,0.4,grid_eu,5.2,1,2000,99.83
bicycle,0.8,fish,0.3,grid_eu,7.3,1,2000,134.25
bicycle,1.77,chicken,0.4,grid_eu,7.1,0,0,45.17
car_petrol,221.9,vegetables,0.3,grid_eu,7.4,0,0,130.42
car_petrol,159.43,vegetables,0.5,grid_eu,5.7,4,8000,278.67
bicycle,0.13,fish,0.3,grid_eu,6.7,1,2000,106.42
car_petrol,333.1,fish,0.3,coal,7.2,8,16000,479.67
bicycle,0.83,chicken,0.4,grid_eu,7.3,8,16000,212.33
car_petrol,96.7,chicken,0.4,coal,7.2,8,16000,374.0
bicycle,1.47,fish,0.3,coal,7.1,8,16000,229.75
bus,52.8,vegetables,0.5,grid_eu,7.3,0,0,84.0
car_ev,121.2,fish,0.3,grid_eu,7.2,1,2000,99.33
car_ev,324.23,vegetables,0.3,natural_gas,6.0,4,8000,126.92
car_petrol,49.5,fish,0.3,coal,5.2,1,2000,179.0
bicycle,1.7,vegetables,0.3,natural_gas,6.8,0,0,106.5
bus,20.4,fish,0.3,grid_eu,5.2,4,8000,165.67
bus,30.03,vegetables,0.3,coal,6.7,0,0,137.25
bus,45.7,chicken,0.4,grid_eu,6.6,0,0,146.58
car_diesel,25.3,chicken,0.4,coal,6.7,0,0,149.17
car_ev,20.83,fish,0.3,coal,6.5,0,0,116.08
bus,56.37,vegetables,0.5,grid_eu,5.8,0,0,109.25
bicycle,2.67,chicken,0.4,natural_gas,6.8,1,2000,172.58
car_diesel,61.53,fish,0.3,coal,5.8,4,8000,182.33
bus,13.67,vegetables,0.3,grid_eu,5.4,4,8000,147.33
bicycle,0.5,vegetables,0.5,grid_eu,5.8,1,2000,106.5
bicycle,3.07,vegetables,0.3,grid_eu,6.2,1,2000,113.83
bicycle,2.6,vegetables,0.3,coal,7.0,4,8000,209.67
car_petrol,203.63,chicken,0.4,coal,5.4,4,8000,393.08
bus,3.3,fish,0.3,natural_gas,7.2,1,2000,125.42
car_ev,22.33,vegetables,0.3,coal,7.1,0,0,168.83
bicycle,2.7,fish,0.3,coal,6.8,1,2000,137.67
car_diesel,197.2,vegetables,0.5,coal,5.1,8,16000,364.5
car_petrol,103.03,fish,0.3,coal,6.1,1,2000,181.25
bus,38.6,vegetables,0.5,grid_eu,5.1,1,2000,100.83
car_diesel,216.27,vegetables,0.5,coal,7.2,8,16000,404.92
bicycle,2.93,fish,0.3,natural_gas,5.0,4,8000,143.5
bicycle,3.07,chicken,0.4,natural_gas,5.4,4,8000,192.42
bicycle,2.6,vegetables,0.5,natural_gas,5.0,0,0,166.08
bus,39.4,vegetables,0.3,coal,6.3,0,0,109.0
car_petrol,246.17,vegetables,0.3,natural_gas,7.0,8,16000,323.92
bicycle,0.93,fish,0.3,coal,6.0,1,2000,170.0
bicycle,0.5,fish,0.3,natural_gas,6.4,4,8000,146.67
bus,37.7,chicken,0.4,coal,7.0,0,0,270.83
car_diesel,66.77,chicken,0.4,coal,6.4,8,16000,211.08
bus,5.97,chicken,0.4,grid_eu,6.6,8,16000,183.25
bicycle,0.37,vegetables,0.3,coal,6.9,8,16000,194.58
bicycle,0.43,fish,0.3,grid_eu,5.2,0,0,160.08
bus,38.17,chicken,0.4,natural_gas,6.9,1,2000,134.58
bus,25.87,chicken,0.4,coal,5.9,1,2000,142.5
bus,15.4,fish,0.3,grid_eu,6.4,0,0,50.92
bicycle,3.23,vegetables,0.5,natural_gas,6.8,4,8000,114.0
car_petrol,313.17,vegetables,0.5,grid_eu,6.3,0,0,238.92
bus,56.27,chicken,0.4,coal,7.1,0,0,111.75
car_diesel,87.7,vegetables,0.3,grid_eu,5.8,1,2000,157.25
car_petrol,8.07,chicken,0.4,coal,6.7,8,16000,211.83
car_petrol,49.33,fish,0.3,coal,5.3,0,0,124.0
car_ev,56.5,fish,0.3,coal,5.5,0,0,97.67
bus,46.63,chicken,0.4,natural_gas,6.7,0,0,137.08
bus,66.53,vegetables,0.3,coal,5.2,4,8000,173.75
bus,34.47,vegetables,0.5,grid_eu,6.9,1,2000,126.33
car_petrol,110.6,fish,0.3,natural_gas,5.5,4,8000,210.92
bicycle,0.57,vegetables,0.5,grid_eu,6.0,4,8000,119.92
car_ev,221.03,vegetables,0.5,coal,6.9,0,0,145.08
car_petrol,8.57,fish,0.3,coal,7.3,4,8000,227.08
bus,48.37,fish,0.3,natural_gas,7.1,0,0,148.17
bicycle,2.43,vegetables,0.5,grid_eu,6.6,4,8000,142.42
bicycle,3.23,vegetables,0.5,natural_gas,6.2,1,2000,146.92
bicycle,3.23,vegetables,0.3,coal,7.2,0,0,112.75
car_petrol,65.93,fish,0.3,natural_gas,5.9,4,8000,300.08
car_petrol,110.97,chicken,0.4,natural_gas,5.9,8,16000,314.5
bicycle,1.1,vegetables,0.5,natural_gas,5.2,1,2000,85.08
car_diesel,313.27,chicken,0.4,coal,6.6,4,8000,358.83
car_diesel,7.57,vegetables,0.3,coal,7.3,0,0,82.67
bicycle,2.43,vegetables,0.5,coal,5.2,4,8000,169.17
bus,31.73,chicken,0.4,coal,7.1,4,8000,200.08
car_petrol,87.97,vegetables,0.5,coal,5.2,4,8000,256.67
bicycle,2.1,fish,0.3,coal,7.2,1,2000,106.42
car_ev,197.6,vegetables,0.3,coal,6.8,4,8000,157.5
bus,34.83,fish,0.3,grid_eu,6.1,4,8000,208.5
car_petrol,62.27,fish,0.3,natural_gas,7.4,0,0,274.33
bicycle,2.53,vegetables,0.3,coal,5.4,4,8000,282.0
bus,33.73,vegetables,0.5,coal,6.6,1,2000,148.42
bus,1.53,vegetables,0.5,natural_gas,7.1,1,2000,185.17
bicycle,1.03,fish,0.3,natural_gas,6.8,0,0,134.67
bus,3.57,fish,0.3,natural_gas,5.5,1,2000,128.75
car_petrol,268.2,vegetables,0.5,coal,5.0,1,2000,194.5
bicycle,2.47,vegetables,0.3,coal,6.7,1,2000,106.08
bus,64.97,vegetables,0.3,coal,5.1,1,2000,155.33
car_ev,84.97,vegetables,0.5,coal,6.0,8,16000,245.5
bicycle,2.2,fish,0.3,grid_eu,6.4,8,16000,172.42
bicycle,0.37,vegetables,0.3,coal,5.2,0,0,107.17
bus,40.63,vegetables,0.3,grid_eu,5.6,4,8000,125.25
car_diesel,260.53,chicken,0.4,grid_eu,5.3,1,2000,255.25
bicycle,2.4,vegetables,0.3,grid_eu,7.1,4,8000,161.58
bus,7.87,vegetables,0.3,grid_eu,6.6,1,2000,67.17
car_petrol,182.6,fish,0.3,coal,7.1,1,2000,231.75
car_petrol,59.83,chicken,0.4,coal,7.4,0,0,187.0
bicycle,0.4,fish,0.3,grid_eu,5.2,4,8000,97.08
bicycle,0.93,vegetables,0.3,coal,6.6,1,2000,109.17
bicycle,2.33,fish,0.3,coal,6.6,0,0,128.25
bus,64.47,chicken,0.4,coal,5.7,4,8000,136.25
bicycle,0.23,fish,0.3,grid_eu,5.2,1,2000,82.0
bus,26.87,vegetables,0.5,natural_gas,7.0,4,8000,142.33
bicycle,3.1,fish,0.3,grid_eu,6.5,1,2000,75.67
bus,47.73,vegetables,0.3,coal,6.0,1,2000,102.33
car_diesel,167.27,vegetables,0.3,grid_eu,5.4,1,2000,193.58
bus,47.5,vegetables,0.5,natural_gas,5.2,0,0,139.5
bicycle,2.9,fish,0.3,coal,7.2,1,2000,119.42
bus,40.9,fish,0.3,natural_gas,7.4,0,0,147.83
bicycle,2.63,chicken,0.4,grid_eu,6.1,4,8000,147.83
bicycle,3.1,vegetables,0.5,natural_gas,5.7,0,0,102.17
bicycle,1.23,vegetables,0.3,coal,6.7,0,0,111.33
car_petrol,296.93,chicken,0.4,natural_gas,6.3,0,0,202.08
bicycle,0.8,vegetables,0.5,grid_eu,5.1,0,0,124.75
bicycle,0.47,fish,0.3,grid_eu,6.4,4,8000,120.5
bus,6.9,chicken,0.4,coal,7.0,4,8000,171.17
bicycle,2.83,fish,0.3,coal,5.8,0,0,116.08
car_ev,293.5,vegetables,0.5,grid_eu,6.8,0,0,130.25
bicycle,3.23,chicken,0.4,coal,6.3,0,0,119.33
bicycle,0.63,fish,0.3,natural_gas,7.0,0,0,68.42
car_petrol,49.5,vegetables,0.5,coal,5.6,4,8000,340.5
bicycle,0.8,chicken,0.4,coal,6.4,8,16000,204.75
bicycle,0.33,vegetables,0.3,grid_eu,6.0,0,0,129.67
bus,16.2,vegetables,0.5,coal,6.4,0,0,185.25
bus,19.4,vegetables,0.3,grid_eu,6.8,4,8000,166.75
bicycle,2.7,vegetables,0.3,natural_gas,6.0,1,2000,146.08
bus,2.63,vegetables,0.3,coal,7.3,8,16000,269.25
bus,53.93,vegetables,0.3,natural_gas,6.8,0,0,144.83
bus,64.43,vegetables,0.3,natural_gas,6.3,4,8000,126.83
car_petrol,282.1,chicken,0.4,natural_gas,5.6,4,8000,401.5
bicycle,1.03,chicken,0.4,grid_eu,5.2,0,0,41.75
bicycle,2.3,vegetables,0.3,natural_gas,5.1,4,8000,173.92
bus,58.8,chicken,0.4,grid_eu,6.8,8,16000,212.83
car_petrol,238.33,vegetables,0.5,natural_gas,6.7,1,2000,357.17
bicycle,1.63,vegetables,0.3,coal,6.7,8,16000,220.25
car_petrol,104.03,vegetables,0.5,coal,6.7,4,8000,187.33
car_petrol,282.53,vegetables,0.3,grid_eu,6.5,1,2000,278.58
bicycle,2.43,vegetables,0.3,natural_gas,5.3,8,16000,204.5
car_ev,261.67,vegetables,0.3,natural_gas,6.2,4,8000,193.83
bicycle,2.33,fish,0.3,grid_eu,5.3,0,0,68.5
bicycle,0.13,chicken,0.4,natural_gas,5.6,0,0,94.83
bicycle,0.1,fish,0.3,natural_gas,6.4,8,16000,228.83
bicycle,0.3,fish,0.3,natural_gas,5.8,8,16000,235.08
car_petrol,298.13,fish,0.3,grid_eu,5.9,8,16000,285.17
bicycle,2.63,fish,0.3,coal,5.7,0,0,147.92
bicycle,0.7,chicken,0.4,coal,5.2,0,0,97.0
bus,13.77,vegetables,0.5,coal,5.2,1,2000,132.17
bus,26.3,chicken,0.4,coal,5.6,1,2000,188.58
bus,65.43,vegetables,0.5,coal,7.2,4,8000,187.25
bus,4.83,fish,0.3,coal,5.3,0,0,46.92
car_petrol,232.87,fish,0.3,natural_gas,5.6,1,2000,348.92
car_petrol,57.9,chicken,0.4,coal,7.0,1,2000,176.75
bus,20.63,fish,0.3,coal,5.2,8,16000,208.25
bicycle,1.1,vegetables,0.5,grid_eu,6.8,0,0,119.92
bicycle,0.23,vegetables,0.5,natural_gas,6.6,4,8000,153.0
car_ev,17.43,chicken,0.4,coal,5.4,1,2000,124.25
car_petrol,112.8,vegetables,0.3,natural_gas,7.4,0,0,183.25
car_petrol,307.17,vegetables,0.3,natural_gas,5.1,4,8000,372.58
car_ev,208.1,fish,0.3,coal,7.4,4,8000,215.58
bus,8.77,fish,0.3,natural_gas,7.4,0,0,119.5
bicycle,0.8,vegetables,0.5,natural_gas,6.8,1,2000,138.25
bicycle,2.0,chicken,0.4,coal,5.2,4,8000,222.42
car_ev,33.6,vegetables,0.5,natural_gas,5.5,8,16000,267.17
bus,40.27,chicken,0.4,coal,5.1,1,2000,188.92
bus,61.33,vegetables,0.3,coal,5.3,4,8000,145.0
bus,36.1,vegetables,0.5,natural_gas,5.8,1,2000,153.42
bicycle,1.13,vegetables,0.3,coal,7.1,1,2000,105.5
bicycle,2.2,fish,0.3,coal,6.1,4,8000,164.42
bus,58.43,fish,0.3,coal,6.4,1,2000,206.42
car_ev,181.37,fish,0.3,natural_gas,5.9,0,0,64.58
car_petrol,175.43,chicken,0.4,grid_eu,6.0,4,8000,191.42
bicycle,0.07,fish,0.3,natural_gas,5.9,8,16000,195.17
bicycle,0.3,fish,0.3,coal,5.8,1,2000,154.92
car_diesel,32.5,fish,0.3,grid_eu,5.9,4,8000,123.67
bus,24.0,vegetables,0.5,coal,5.0,8,16000,195.42
bus,40.5,vegetables,0.3,coal,6.0,8,16000,182.17
bus,53.73,fish,0.3,coal,6.7,8,16000,305.5
bus,49.97,chicken,0.4,coal,7.1,8,16000,274.83
bus,57.1,fish,0.3,grid_eu,5.0,8,16000,180.58
bicycle,1.97,vegetables,0.5,grid_eu,6.1,0,0,129.42
car_diesel,114.43,chicken,0.4,coal,6.6,0,0,167.75
bicycle,1.97,vegetables,0.3,coal,7.4,8,16000,267.75
bus,11.67,chicken,0.4,coal,5.9,1,2000,167.08
bicycle,2.9,fish,0.3,natural_gas,7.4,0,0,79.08
bus,55.17,fish,0.3,coal,6.4,0,0,135.42
bus,49.53,vegetables,0.5,natural_gas,6.2,4,8000,204.75
bus,15.27,vegetables,0.5,grid_eu,6.6,0,0,123.25
bicycle,1.4,chicken,0.4,grid_eu,7.0,8,16000,220.0
car_diesel,277.93,vegetables,0.3,coal,6.3,4,8000,315.0
bus,22.93,vegetables,0.3,coal,7.3,0,0,108.58
car_diesel,128.23,vegetables,0.3,natural_gas,5.3,1,2000,209.67
bicycle,3.13,vegetables,0.5,coal,6.9,8,16000,236.83
bus,45.87,chicken,0.4,coal,6.7,8,16000,317.5
bus,41.0,chicken,0.4,coal,5.3,0,0,173.0
car_petrol,65.33,fish,0.3,coal,6.8,0,0,107.17
bus,49.53,vegetables,0.5,grid_eu,5.8,4,8000,151.58
bicycle,0.3,chicken,0.4,coal,5.9,0,0,140.08
bicycle,0.03,vegetables,0.5,grid_eu,6.5,0,0,78.42
bus,5.77,vegetables,0.5,grid_eu,6.1,4,8000,132.75
bicycle,3.2,vegetables,0.3,grid_eu,7.4,8,16000,154.0
bus,31.9,vegetables,0.5,coal,5.4,1,2000,157.17
bus,35.53,vegetables,0.3,coal,6.0,0,0,124.25
car_diesel,129.67,vegetables,0.5,grid_eu,6.3,1,2000,179.0
car_diesel,81.77,vegetables,0.3,grid_eu,6.5,1,2000,188.42
bicycle,3.07,fish,0.3,grid_eu,5.7,4,8000,167.67
car_petrol,231.87,vegetables,0.3,coal,5.0,0,0,226.08
bicycle,0.63,fish,0.3,natural_gas,5.2,8,16000,193.08
bus,32.9,vegetables,0.3,grid_eu,5.5,8,16000,199.58
bus,54.0,chicken,0.4,natural_gas,7.2,1,2000,173.5
bus,36.17,chicken,0.4,grid_eu,5.4,4,8000,184.67
bicycle,2.77,vegetables,0.3,grid_eu,7.3,8,16000,196.5
bicycle,2.57,vegetables,0.5,grid_eu,7.2,8,16000,294.25
car_petrol,124.33,chicken,0.4,grid_eu,6.5,1,2000,200.08
bus,39.77,fish,0.3,coal,6.3,0,0,134.67
car_ev,56.9,fish,0.3,grid_eu,6.5,4,8000,216.42
bus,31.2,vegetables,0.5,grid_eu,5.2,0,0,105.08
bus,13.5,vegetables,0.3,coal,5.0,8,16000,174.58
bicycle,2.83,vegetables,0.5,coal,6.6,0,0,101.67
bicycle,2.33,fish,0.3,grid_eu,7.1,4,8000,180.92
bicycle,2.77,vegetables,0.5,grid_eu,5.1,1,2000,62.92
car_petrol,72.9,chicken,0.4,coal,5.4,8,16000,326.92
car_petrol,182.43,vegetables,0.3,coal,7.1,4,8000,325.42
bus,7.93,fish,0.3,grid_eu,7.1,1,2000,99.17
bus,62.87,vegetables,0.5,coal,5.0,1,2000,110.08
bus,21.17,chicken,0.4,coal,5.0,8,16000,202.17
bicycle,1.03,chicken,0.4,coal,7.1,4,8000,205.92
bus,65.6,vegetables,0.3,natural_gas,6.8,4,8000,126.42
bus,31.73,vegetables,0.5,coal,5.6,1,2000,177.5
bicycle,3.23,vegetables,0.3,coal,7.4,8,16000,216.5
bicycle,1.07,fish,0.3,coal,7.0,8,16000,271.33
car_diesel,151.83,vegetables,0.3,coal,7.4,0,0,172.25
bicycle,2.33,fish,0.3,coal,7.3,8,16000,277.33
bus,13.53,fish,0.3,coal,6.3,8,16000,224.67
car_ev,19.63,fish,0.3,coal,6.9,1,2000,151.83
bus,49.47,chicken,0.4,grid_eu,6.8,0,0,116.42
car_diesel,293.63,fish,0.3,natural_gas,6.0,0,0,317.25
car_petrol,310.53,vegetables,0.3,coal,7.1,0,0,399.75
bicycle,2.33,vegetables,0.3,coal,7.3,0,0,77.58
